Gene stable ID,RefSeq peptide ID
AT4G16070,NP_001190739
AT1G21590,NP_173578
AT1G21590,NP_001320855
AT4G14430,NP_193179
AT3G62180,NP_191777
AT3G62180,NP_001326183
AT4G37450,NP_001329215
AT4G37450,NP_568027
AT2G18320,NP_179423
AT1G50390,NP_175456
AT3G14480,NP_188066
AT5G08550,NP_196472
AT3G18620,NP_188492
AT4G37560,NP_001327986
AT4G37560,NP_568029
AT1G60870,NP_564765
AT3G03560,NP_187006
AT1G69870,NP_564979
AT1G18610,NP_173296
AT1G18610,NP_001321087
AT2G02080,NP_001318178
AT2G02080,NP_001118254
AT2G02080,NP_001325405
AT2G02080,NP_001325406
AT2G02080,NP_001325407
AT2G02080,NP_178317
AT5G04290,NP_196049
AT5G04290,NP_001332032
AT4G31780,NP_194906
AT4G31780,NP_001320109
AT4G31780,NP_001329161
AT1G13890,NP_172842
AT1G13890,NP_001318998
AT1G24260,NP_001185081
AT1G24260,NP_850953
AT1G24260,NP_564214
AT2G39910,NP_565917
AT3G15358,NP_974320
AT3G09310,NP_187542
AT5G56320,NP_001332569
AT5G56320,NP_200443
AT5G56320,NP_001332570
AT2G39090,NP_001031513
AT2G39090,NP_850309
AT2G35620,NP_001189684
AT2G35620,NP_181105
AT2G35620,NP_001324112
AT2G35620,NP_001324113
AT1G64140,NP_176596
AT3G10110,NP_001327145
AT3G10110,NP_001327146
AT3G10110,NP_001327144
AT3G10110,NP_566368
AT3G10110,NP_173268
AT2G23670,NP_565556
AT3G26500,NP_189281
AT5G06790,NP_196297
AT1G02290,NP_171731
AT4G04985,NP_680599
AT1G26740,NP_564259
AT1G20460,NP_173470
AT5G41180,NP_001332195
AT5G41180,NP_198934
AT4G39560,NP_195666
AT4G39560,NP_974716
AT4G06598,NP_001329816
AT4G06598,NP_849319
AT3G13760,NP_187989
AT1G11500,NP_001321293
AT1G11500,NP_001321292
AT1G11500,NP_172617
AT5G11910,NP_568253
AT5G11910,NP_001332158
AT5G11910,NP_001332157
AT5G11910,NP_001318547
AT3G62690,NP_191828
AT3G50620,NP_001327232
AT3G50620,NP_001327231
AT3G50620,NP_190631
AT3G46860,NP_190270
AT1G75040,NP_177641
AT1G07985,NP_973789
AT4G32970,NP_195023
AT3G04200,NP_187070
AT1G74035,NP_001321249
AT5G66390,NP_201440
AT2G17190,NP_565407
AT4G12050,NP_192942
AT3G11680,NP_187774
AT3G11680,NP_001327288
AT2G15400,NP_179142
AT2G15400,NP_001077894
AT5G38050,NP_198621
AT1G15510,NP_173004
AT1G07040,NP_563777
AT1G71170,NP_565013
AT1G63470,NP_176536
AT1G13640,NP_563930
AT1G13640,NP_001322238
AT3G29230,NP_189568
AT2G43330,NP_850393
AT1G35516,NP_001320837
AT1G35516,NP_001077667
AT3G52610,NP_566970
AT5G43990,NP_001331772
AT5G43990,NP_001331769
AT5G43990,NP_001331770
AT5G43990,NP_001190469
AT5G43990,NP_001331767
AT5G43990,NP_001078703
AT5G43990,NP_568631
AT5G43990,NP_001078702
AT5G43990,NP_001331773
AT5G43990,NP_001331765
AT5G43990,NP_001331766
AT5G43990,NP_001331763
AT5G43990,NP_001331764
AT5G43990,NP_001331771
AT5G43990,NP_001331768
AT5G43990,NP_001331762
AT5G43990,NP_974880
AT5G57330,NP_200543
AT4G16210,NP_193356
AT4G09930,NP_192731
AT5G52680,NP_200080
AT5G52680,NP_001318790
AT5G36250,NP_001330834
AT5G36250,NP_001330835
AT5G36250,NP_198474
AT3G48720,NP_190441
AT1G22210,NP_173640
AT4G33030,NP_195029
AT2G11623,NP_671831
AT2G11623,NP_001189523
AT5G38220,NP_974859
AT5G38220,NP_198638
AT5G38220,NP_001031978
AT1G33230,NP_001320738
AT1G33230,NP_564420
AT5G42650,NP_199079
AT5G07930,NP_001190253
AT5G07930,NP_196410
AT5G07930,NP_001078544
AT4G16650,NP_567509
AT4G16650,NP_001319965
AT5G28920,NP_198244
AT5G01850,NP_001332324
AT5G01850,NP_195805
AT1G18050,NP_001319032
AT2G43370,NP_001324057
AT2G43370,NP_850395
AT5G46870,NP_199498
AT5G46870,NP_001330925
AT5G47830,NP_199594
AT5G47830,NP_974902
AT2G04230,NP_178506
AT3G18660,NP_001189927
AT3G18660,NP_566615
AT3G18660,NP_001030722
AT2G37650,NP_181301
AT2G37650,NP_001323705
AT1G79340,NP_178052
AT5G53410,NP_200153
AT3G62499,NP_001118891
AT2G31141,NP_001118424
AT2G31141,NP_001189648
AT1G57680,NP_176081
AT1G57680,NP_001320917
AT1G57680,NP_974044
AT4G13885,NP_680682
AT2G18970,NP_179487
AT5G01730,NP_001330635
AT5G01730,NP_001330632
AT5G01730,NP_001330633
AT5G01730,NP_001330636
AT5G01730,NP_001330637
AT5G01730,NP_001330634
AT5G01730,NP_001330639
AT5G01730,NP_001330638
AT5G01730,NP_001318456
AT5G01730,NP_195793
AT5G01730,NP_001330631
AT2G20208,NP_001031377
AT1G29140,NP_174209
AT1G55110,NP_175907
AT1G55110,NP_001322628
AT1G55110,NP_001322629
AT4G08685,NP_567338
AT3G58100,NP_001327504
AT3G58100,NP_567060
AT3G22060,NP_566697
AT3G10915,NP_001326431
AT3G10915,NP_974276
AT3G10915,NP_001078133
AT3G10915,NP_850557
AT3G10915,NP_974275
AT3G10915,NP_001189857
AT3G10915,NP_001154603
AT1G67775,NP_001031249
AT4G10115,NP_001031608
AT3G62360,NP_001327489
AT3G62360,NP_191795
AT5G10200,NP_001331557
AT5G10200,NP_001331556
AT5G10200,NP_196582
AT3G29570,NP_189597
AT1G57730,NP_176085
AT4G05020,NP_001190678
AT4G05020,NP_567283
AT2G30380,NP_001318318
AT3G62980,NP_567135
AT1G64550,NP_176636
AT5G02660,NP_195886
AT4G01671,NP_001118912
AT1G68710,NP_001320718
AT1G68710,NP_177038
AT1G68710,NP_001320717
AT3G49100,NP_001327913
AT3G49100,NP_190479
AT5G25310,NP_197913
AT1G79270,NP_565205
AT1G79270,NP_001321641
AT1G79270,NP_001321639
AT1G79270,NP_001321640
AT3G28770,NP_189519
AT3G28770,NP_001327908
AT3G28770,NP_001327907
AT3G17320,NP_188358
AT5G37370,NP_001330326
AT5G37370,NP_001330328
AT5G37370,NP_001330327
AT5G37370,NP_001330331
AT5G37370,NP_001330330
AT5G37370,NP_001330329
AT5G37370,NP_001330325
AT5G37370,NP_851101
AT5G37370,NP_198553
AT5G37370,NP_001318686
AT5G37370,NP_001154753
AT5G37370,NP_001190430
AT1G67310,NP_176899
AT1G65610,NP_176738
AT1G53880,NP_564643
AT4G37370,NP_195453
AT1G64380,NP_176620
AT3G61280,NP_191687
AT3G61280,NP_001118874
AT1G27920,NP_001322317
AT1G27920,NP_174113
AT3G01750,NP_001326814
AT3G01750,NP_186824
AT1G07220,NP_172202
AT1G14130,NP_172865
AT2G34440,NP_180991
AT1G55040,NP_564674
AT1G35630,NP_174800
AT3G44115,NP_683677
AT1G53860,NP_001321281
AT1G53860,NP_175789
AT3G10460,NP_187657
AT3G26710,NP_566797
AT1G71010,NP_177257
AT5G24313,NP_568442
AT5G37220,NP_198538
AT1G56240,NP_176020
AT5G63460,NP_974986
AT5G63460,NP_201151
AT5G63460,NP_001190606
AT5G63460,NP_001190607
AT4G26790,NP_567758
AT4G26790,NP_849451
AT2G04870,NP_178564
AT2G01905,NP_001030944
AT5G52150,NP_200028
AT1G20630,NP_564121
AT3G29360,NP_189582
AT3G29360,NP_001030792
AT2G46430,NP_566075
AT2G46430,NP_001118537
AT1G54217,NP_001321217
AT1G54217,NP_001154424
AT1G54217,NP_001321220
AT1G54217,NP_001321221
AT1G54217,NP_974022
AT1G54217,NP_001321218
AT1G54217,NP_001154423
AT1G54217,NP_001321219
AT1G44920,NP_564492
AT3G18070,NP_001325998
AT3G18070,NP_001325996
AT3G18070,NP_001078176
AT3G18070,NP_188435
AT3G18070,NP_001325994
AT3G18070,NP_001325995
AT3G18070,NP_001325997
AT1G63970,NP_001319313
AT1G63970,NP_850971
AT1G26945,NP_849712
AT1G67870,NP_564912
AT1G62850,NP_001322473
AT1G62850,NP_001077761
AT1G62850,NP_001077760
AT1G50520,NP_175469
AT5G06270,NP_001331734
AT5G06270,NP_196245
AT2G14288,NP_001118315
AT1G31500,NP_973944
AT1G31500,NP_174435
AT1G31500,NP_001323330
AT1G31500,NP_001323327
AT1G31500,NP_973943
AT1G31500,NP_001077640
AT1G31500,NP_001323329
AT1G31500,NP_001323328
AT1G15820,NP_173034
AT1G72690,NP_177413
AT1G29030,NP_174198
AT1G29030,NP_001322605
AT3G45577,NP_001030813
AT3G24800,NP_189124
ATCG00630,NP_051079
AT5G20930,NP_568405
AT4G22400,NP_193971
AT2G41460,NP_001323447
AT2G41460,NP_181677
AT2G41460,NP_001323448
AT2G41460,NP_001118500
AT1G75160,NP_177652
AT5G15220,NP_001330944
AT5G15220,NP_568310
AT3G22810,NP_188920
AT3G22810,NP_001326089
AT3G22810,NP_001326088
AT3G59330,NP_001326726
AT3G59330,NP_001326725
AT3G59330,NP_191492
AT4G01970,NP_192106
AT4G01970,NP_001328930
AT1G26090,NP_173934
AT4G39140,NP_849522
AT4G39140,NP_974711
AT4G39140,NP_195625
AT4G39140,NP_974712
AT4G39140,NP_001078514
AT4G28280,NP_001328710
AT4G28280,NP_194557
AT4G28280,NP_001190858
AT1G59660,NP_001320545
AT1G59660,NP_001320546
AT1G59660,NP_176175
AT4G14050,NP_193141
AT4G14050,NP_001329428
AT3G18960,NP_188526
AT3G18960,NP_001325752
AT3G18960,NP_001325753
AT5G46790,NP_199491
AT5G46790,NP_001331305
AT5G20460,NP_197546
AT5G19040,NP_001318596
AT5G19040,NP_197405
AT5G19040,NP_001332154
AT5G58360,NP_200644
AT1G52460,NP_175655
AT4G30760,NP_567853
AT4G30760,NP_849475
AT3G29636,NP_683608
AT3G12810,NP_187887
AT3G12810,NP_001326839
AT2G42500,NP_001324021
AT2G42500,NP_001324022
AT2G42500,NP_973672
AT2G42500,NP_565974
AT2G42500,NP_001189732
AT2G32240,NP_565741
AT1G10720,NP_563876
AT5G66840,NP_001318892
AT5G66840,NP_201485
AT5G13520,NP_196856
AT4G18480,NP_193583
AT3G27080,NP_189344
AT5G53637,NP_200175
AT5G49400,NP_199751
AT4G17695,NP_567535
AT3G02100,NP_186859
AT4G15415,NP_001319948
AT4G15415,NP_001319949
AT4G15415,NP_849390
AT4G15415,NP_567464
AT4G15415,NP_001328412
AT4G11653,NP_001078374
AT5G59720,NP_200780
ATMG00160,NP_085487
ATMG00160,YP_009472098
AT3G25585,NP_850744
AT3G25585,NP_189186
AT3G25585,NP_001030767
AT3G25585,NP_001327445
AT3G25585,NP_001327446
AT3G25585,NP_001030766
AT1G67670,NP_176935
AT5G55330,NP_200344
AT5G44220,NP_199235
AT4G14750,NP_001328647
AT4G14750,NP_193211
AT4G14750,NP_001328646
AT2G47650,NP_182287
AT2G47650,NP_001189772
AT1G11410,NP_001320418
AT1G11410,NP_001320417
AT1G11410,NP_172608
AT1G11410,NP_001318981
AT4G31615,NP_680753
AT3G57260,NP_001325845
AT3G57260,NP_191285
AT5G07730,NP_568183
AT5G50530,NP_568736
AT5G50530,NP_680412
AT5G40420,NP_198858
AT4G24810,NP_194212
AT4G24810,NP_001328942
AT4G24810,NP_001328940
AT4G24810,NP_001031709
AT4G24810,NP_001190829
AT4G24810,NP_001328941
AT1G19025,NP_564070
AT1G19025,NP_001321878
AT1G19025,NP_001321877
AT4G20530,NP_001320011
AT4G20530,NP_001320012
AT4G20530,NP_001328923
AT4G20530,NP_567605
AT4G20530,NP_567606
AT4G20530,NP_567607
AT1G80050,NP_178122
AT1G80050,NP_001320554
AT3G28920,NP_189534
AT3G22590,NP_188898
AT1G50320,NP_564566
AT3G14930,NP_974316
AT3G14930,NP_566495
AT3G14930,NP_850587
AT1G77330,NP_565154
AT1G50090,NP_175430
AT5G11590,NP_196720
AT4G18197,NP_001031663
AT4G08530,NP_192593
AT4G34330,NP_195159
AT1G16650,NP_173110
AT1G16650,NP_001320892
AT1G16650,NP_001320893
AT3G26250,NP_189256
AT5G66300,NP_201431
AT3G45690,NP_190155
AT3G42473,NP_001030800
AT2G46308,NP_001118535
AT5G55740,NP_200385
AT1G50830,NP_175497
AT5G40550,NP_001190442
AT5G40550,NP_001330201
AT5G40550,NP_198871
AT5G40550,NP_001330202
AT5G23380,NP_001331169
AT5G23380,NP_001331170
AT5G23380,NP_197729
AT4G36520,NP_195370
AT4G04910,NP_192400
AT5G24470,NP_568446
AT1G02410,NP_001321510
AT1G02410,NP_171743
AT1G02410,NP_001321511
AT4G32540,NP_001329230
AT4G32540,NP_194980
AT3G06778,NP_001078117
AT1G04420,NP_171937
AT5G57370,NP_568856
AT4G36210,NP_849505
AT4G36210,NP_195344
AT4G36210,NP_001078500
AT4G04030,NP_192312
AT4G04030,NP_001154676
AT4G04030,NP_001329258
AT3G50480,NP_566933
AT3G50480,NP_001325500
AT3G29791,NP_189627
AT1G05190,NP_172011
AT1G60660,NP_176265
AT1G13950,NP_172848
AT2G36970,NP_181234
AT5G03740,NP_195994
AT5G50670,NP_851161
AT5G50670,NP_568740
AT5G50670,NP_568731
AT5G50670,NP_001332253
AT1G23147,NP_001077586
AT4G36060,NP_195330
AT4G36060,NP_849566
AT4G36060,NP_001329776
AT4G36060,NP_001329777
AT5G07280,NP_196345
AT1G17460,NP_001321911
AT1G17460,NP_564025
AT1G17460,NP_001185023
AT3G51240,NP_190692
AT3G51240,NP_001190050
AT5G50950,NP_851166
AT5G50950,NP_199908
AT5G50950,NP_001331360
AT5G50950,NP_001318775
AT1G02110,NP_171713
AT2G37630,NP_181299
AT1G32990,NP_174575
AT5G65900,NP_201391
AT1G22380,NP_173655
AT3G51330,NP_001325729
AT3G51330,NP_566948
AT3G51330,NP_001325728
AT3G53830,NP_001319742
AT3G53830,NP_001327553
AT3G53830,NP_001327552
AT3G53830,NP_001327551
AT4G36080,NP_680770
AT4G36080,NP_001190934
AT4G36080,NP_001190933
AT4G33860,NP_195112
AT1G61300,NP_001321856
AT1G61300,NP_176325
AT1G15840,NP_173036
AT5G22830,NP_568424
AT5G22830,NP_001332159
AT4G24000,NP_567692
AT4G24000,NP_001328486
AT1G15440,NP_973836
AT1G15440,NP_172998
AT2G27790,NP_001189622
AT2G27790,NP_180347
AT2G27790,NP_001324572
AT2G27790,NP_001324573
AT2G17420,NP_001324329
AT2G17420,NP_179334
AT2G02250,NP_178332
AT5G65440,NP_001332295
AT5G65440,NP_001332293
AT5G65440,NP_001332296
AT5G65440,NP_201347
AT5G65440,NP_001332294
AT5G65440,NP_001332297
AT5G65440,NP_001190622
AT5G65440,NP_001119504
AT5G65440,NP_001332292
AT1G49650,NP_564550
AT5G14970,NP_197001
AT4G25870,NP_194317
AT2G45590,NP_182083
AT2G03180,NP_178417
AT1G18850,NP_564065
AT3G09630,NP_001030663
AT3G09630,NP_187574
AT1G34150,NP_564438
AT1G13320,NP_001031035
AT1G13320,NP_001320387
AT1G13320,NP_001184981
AT1G13320,NP_172790
AT1G13820,NP_172837
AT1G15880,NP_563985
AT3G50830,NP_190652
AT2G29410,NP_180502
AT1G80810,NP_001319432
AT1G80810,NP_001321713
AT1G80810,NP_001321711
AT1G80810,NP_001321712
AT1G80810,NP_178196
AT1G54957,NP_001322992
AT1G65310,NP_001321436
AT1G65310,NP_176710
ATCG01060,NP_051110
AT5G43920,NP_199205
AT3G15770,NP_188198
AT3G15770,NP_001030705
AT2G33570,NP_565768
AT2G41590,NP_181690
AT3G25220,NP_566762
AT5G41170,NP_001330212
AT5G41170,NP_001330211
AT5G41170,NP_198933
AT3G17655,NP_001325745
AT5G54700,NP_200281
AT5G54700,NP_001331283
AT2G34320,NP_180979
AT4G38760,NP_195587
AT2G39930,NP_001324597
AT2G39930,NP_001324596
AT2G39930,NP_181522
AT5G03650,NP_195985
AT5G42390,NP_001331624
AT5G42390,NP_199054
AT4G02390,NP_001329308
AT4G02390,NP_192148
AT4G02390,NP_001329307
AT1G20010,NP_564101
ATCG01280,NP_051101
ATCG01280,NP_051121
AT5G43810,NP_001331599
AT5G43810,NP_001190464
AT5G43810,NP_001331600
AT5G43810,NP_199194
AT5G35380,NP_198388
AT2G18500,NP_179440
AT3G21490,NP_188786
AT5G67120,NP_201513
AT4G31180,NP_849558
AT4G31180,NP_194847
AT4G20947,NP_001328206
AT1G52570,NP_001322921
AT1G52570,NP_001322920
AT1G52570,NP_175666
AT5G44740,NP_851130
AT5G44740,NP_001332153
AT5G44740,NP_568638
AT4G36920,NP_195410
AT4G36920,NP_001190938
AT4G12960,NP_193032
AT4G12960,NP_001154228
AT5G40450,NP_001330812
AT5G40450,NP_198861
AT1G33520,NP_174617
AT3G57370,NP_001319778
AT1G54350,NP_175837
AT2G19530,NP_179543
AT1G58160,NP_176112
AT5G64820,NP_201287
AT5G50010,NP_199812
AT4G09060,NP_192645
AT4G09060,NP_001190692
AT3G25493,NP_001326334
AT5G20680,NP_568398
AT5G20680,NP_001332054
AT5G20680,NP_001078609
AT5G20680,NP_001332053
AT5G20680,NP_001154728
AT5G20680,NP_001332055
AT3G30845,NP_189710
AT3G23690,NP_189011
AT2G33160,NP_180874
AT5G60830,NP_200891
AT2G21470,NP_179742
AT2G21470,NP_001189570
AT2G21470,NP_973506
AT4G18900,NP_567565
AT3G16260,NP_188247
AT3G16260,NP_001327485
AT3G16260,NP_001327484
AT2G24710,NP_180047
AT2G24710,NP_001325282
AT2G24710,NP_001325281
AT2G16890,NP_001318233
AT2G16890,NP_850992
AT2G16890,NP_001323978
AT2G16890,NP_179281
AT1G30190,NP_174310
AT4G14010,NP_567418
AT3G03800,NP_001319461
AT3G03800,NP_001326903
AT2G26790,NP_001318293
AT2G26790,NP_180247
AT1G14550,NP_172907
AT5G45469,NP_001119379
AT4G30074,NP_001031755
AT3G55610,NP_191120
AT3G55610,NP_001118846
AT1G62450,NP_176435
AT3G20190,NP_001326911
AT3G20190,NP_188654
AT2G25600,NP_180131
AT1G16830,NP_173127
AT1G44090,NP_175075
AT3G58460,NP_567064
AT3G58460,NP_001190126
AT3G03170,NP_566196
AT5G54080,NP_851187
AT5G54080,NP_200219
AT5G47620,NP_001190485
AT5G47620,NP_974899
AT5G47620,NP_568685
AT5G47620,NP_851149
AT5G47620,NP_001330287
AT2G23090,NP_565547
AT3G47750,NP_001319703
AT5G56220,NP_200433
AT5G56220,NP_001318809
AT3G13435,NP_850577
AT1G10880,NP_001318976
AT2G46520,NP_182175
AT1G64633,
AT1G03830,NP_171879
AT1G03830,NP_001184903
AT1G52530,NP_175662
AT1G52530,NP_001321342
AT5G08695,NP_001119193
AT2G44581,NP_001118526
AT3G12850,NP_187891
AT4G17370,NP_193468
AT4G17370,NP_001329410
AT5G65460,NP_001331383
AT5G65460,NP_201349
AT5G65460,NP_001331380
AT5G65460,NP_001331384
AT5G65460,NP_001331381
AT5G65460,NP_001331382
AT2G19180,NP_001325144
AT2G19180,NP_565448
AT5G22785,NP_001330128
AT4G37670,NP_974701
AT4G37670,NP_568032
AT2G26690,NP_001324098
AT2G26690,NP_001324099
AT2G26690,NP_850084
AT1G63580,NP_176546
AT4G16160,NP_567488
AT4G16160,NP_849394
AT4G01100,NP_192019
AT4G01100,NP_001328407
AT4G01100,NP_001190650
AT1G01600,NP_171666
AT5G58030,NP_200611
AT4G34630,NP_195189
AT4G22650,
AT1G10210,NP_001031017
AT1G10210,NP_172492
AT1G10210,NP_001320530
AT2G24530,NP_180029
AT2G24530,NP_001324326
AT2G34340,NP_565785
AT3G32260,NP_189768
AT5G65158,NP_001032146
AT3G12977,NP_001030683
AT3G12977,NP_001327438
AT4G27010,NP_001320074
AT4G27010,NP_194431
AT1G62720,NP_176459
AT1G36980,NP_001319157
AT1G36980,NP_564477
AT5G46830,NP_199495
AT4G13100,NP_001329821
AT4G13100,NP_001078383
AT4G13100,NP_001190714
AT4G13100,NP_001190713
AT4G13100,NP_193046
AT4G13100,NP_001329823
AT4G13100,NP_001329822
AT4G13100,NP_001329824
AT4G13100,NP_849372
AT1G16705,NP_001320493
AT1G16705,NP_564004
AT1G16705,NP_001031059
AT4G09740,NP_849349
AT5G38440,NP_198660
AT4G37510,NP_195467
AT1G74180,NP_177558
AT1G74180,NP_001323284
AT5G58990,NP_200707
AT4G09730,NP_849348
AT1G69480,NP_177107
AT1G69480,NP_001320450
AT3G23470,NP_001325982
AT3G23470,NP_001325983
AT3G23470,NP_188989
AT3G10390,
AT3G10390,NP_001326314
AT3G10390,NP_001326316
AT3G10390,NP_187650
AT3G10390,NP_001326315
AT5G50260,NP_568722
AT2G02290,NP_178335
AT1G71520,NP_177307
AT3G26820,NP_189317
AT3G26820,NP_001326780
AT3G19550,NP_566643
AT1G34792,NP_001077650
AT3G50460,NP_190615
AT2G33460,NP_180904
AT3G44590,NP_974384
AT3G44590,NP_190045
AT3G07220,NP_187378
AT5G07890,NP_001318504
AT5G07890,NP_196406
AT5G07890,NP_001332408
AT5G07890,NP_001031851
AT5G07890,NP_001031850
AT1G35190,NP_174753
AT1G35190,NP_001077664
AT1G07850,NP_172263
AT5G51230,NP_199936
AT5G51230,NP_001119413
AT5G51230,NP_851168
AT3G21840,NP_566693
AT1G09620,NP_172433
AT4G05030,NP_001329393
AT4G05030,NP_567284
AT2G24020,NP_001189586
AT2G24020,NP_565561
AT3G27840,NP_189422
AT1G02570,NP_171758
AT5G49640,NP_199775
AT1G26790,NP_174001
AT1G03620,NP_001321022
AT1G03620,NP_001321020
AT1G03620,NP_001321021
AT1G03620,NP_001321023
AT1G03620,NP_001321016
AT1G03620,NP_001321015
AT1G03620,NP_171859
AT1G03620,NP_001321017
AT1G03620,NP_001321019
AT1G03620,NP_001321018
AT1G03620,NP_001321013
AT1G03620,NP_001321014
AT1G03620,NP_001321012
AT5G01080,NP_568084
AT3G30385,NP_001078229
AT3G30385,NP_001078228
AT1G01350,NP_171642
AT4G01000,NP_001319838
AT4G01000,NP_192009
AT2G44730,NP_182001
AT1G65770,NP_176753
AT1G21395,NP_973878
AT1G13810,NP_172836
AT1G14520,NP_001320938
AT1G14520,NP_172904
AT1G14520,NP_001320937
AT1G14520,NP_001154337
AT4G29450,NP_194674
ATCG00270,NP_051054
AT5G56780,NP_200489
AT1G55630,NP_175959
AT1G18390,NP_173275
AT1G18390,NP_001154349
AT4G03460,NP_001328905
AT4G03460,NP_001319860
AT1G26797,NP_849709
AT5G56900,NP_001330052
AT5G56900,NP_974945
AT5G56900,NP_200500
AT1G25480,NP_173919
AT1G28190,NP_174140
AT5G58870,NP_568892
AT3G17230,NP_188349
AT3G14860,NP_974315
AT3G14860,NP_188104
AT1G49530,NP_175376
AT1G18486,NP_001117305
AT1G12880,NP_563919
AT5G48060,NP_199617
AT4G11860,NP_567383
AT2G36960,NP_850273
AT2G36960,NP_001318368
AT2G36960,NP_001189693
AT5G44345,NP_680391
AT3G43572,NP_001118762
AT5G05300,NP_001318482
AT4G39680,NP_001078515
AT4G39680,NP_195678
AT1G08090,NP_172288
AT5G27650,NP_198117
AT5G66460,NP_201447
AT5G20790,NP_001190351
AT5G20790,NP_568401
AT1G66460,NP_001321969
AT1G66460,NP_001321968
AT1G66460,NP_176819
AT1G24220,NP_173832
AT1G24220,NP_001319074
AT3G59950,NP_001118859
AT3G59950,NP_191554
AT3G59950,NP_850722
AT3G59950,NP_001325932
AT3G59950,NP_001325933
AT1G08035,NP_001320293
AT1G08035,NP_001320294
AT1G08035,NP_683287
AT5G53100,NP_200122
AT1G04985,NP_171991
AT1G04985,NP_001321413
AT2G11626,NP_671832
AT5G19350,NP_001078604
AT5G19350,NP_197436
AT2G19760,NP_179566
AT4G05100,NP_192419
AT4G01190,NP_001329152
AT4G01190,NP_001329151
AT4G01190,NP_192028
AT5G39775,NP_001332442
AT2G24200,NP_179997
AT2G24200,NP_001118375
AT2G24200,NP_001189587
AT2G05790,NP_178637
AT1G73780,NP_001319377
AT5G65180,NP_974996
AT5G65180,NP_569007
AT5G43250,NP_199139
AT3G13120,NP_187919
AT3G13120,NP_001325784
AT3G13120,NP_001189875
AT3G55005,NP_567013
AT5G43850,NP_568630
AT3G47250,NP_190309
AT3G47250,NP_850661
AT3G47250,NP_850662
AT3G59750,NP_191534
AT1G36940,NP_001185146
AT1G36940,NP_564476
AT5G19190,NP_197420
AT5G20950,NP_197595
AT5G20950,NP_851048
AT5G20950,NP_001332146
AT5G16140,NP_197118
AT5G16140,NP_001078593
AT3G04870,NP_001319474
AT3G04870,NP_187138
AT3G04870,NP_001319473
AT3G04870,NP_974222
AT2G41231,NP_001189725
AT2G41231,NP_001189726
AT3G53430,NP_190911
AT5G48760,NP_001078737
AT5G48760,NP_199687
AT3G01720,NP_566148
AT3G42723,NP_683651
AT3G07850,NP_187442
AT1G23850,NP_564207
AT5G37630,NP_198579
AT1G66190,NP_176793
AT4G32880,NP_195014
AT4G22170,NP_567648
AT4G22530,NP_001329270
AT4G22530,NP_193984
AT3G11420,NP_187749
AT4G39800,NP_195690
AT5G23140,NP_568427
AT3G13030,NP_001326386
AT3G13030,NP_001030685
AT3G13030,NP_001154612
AT3G13030,NP_187909
AT3G13030,NP_001326385
AT5G60550,NP_200863
AT3G14410,NP_566487
AT3G21880,NP_001319614
AT3G21880,NP_001326646
AT3G21880,NP_188826
AT1G44318,NP_175085
AT5G20885,NP_568404
AT5G41770,NP_198992
AT4G37430,NP_195459
AT3G04470,NP_566227
AT2G13960,NP_001323722
AT2G13960,NP_001077886
AT2G13960,NP_179013
AT2G01880,NP_178297
AT4G35519,NP_001119121
AT5G08500,NP_196467
AT5G08500,NP_001332181
AT3G60810,NP_191640
AT3G60810,NP_974469
AT5G19560,NP_001318601
AT5G19560,NP_197457
AT5G19560,NP_001331395
AT5G19560,NP_001331396
AT5G19560,NP_001331397
AT3G63420,NP_850741
AT3G63420,NP_567147
AT3G63420,NP_001325615
AT3G16800,NP_850599
AT3G16800,NP_001319572
AT3G16800,NP_188303
AT3G16800,NP_001326940
AT3G16800,NP_001326939
AT3G16800,NP_001326938
AT1G24270,NP_173837
AT1G05350,NP_172027
AT5G27630,NP_198115
AT5G27630,NP_001331944
AT5G27630,NP_001331946
AT5G27630,NP_001331945
AT5G09315,NP_001330185
AT2G34700,NP_181017
AT3G63160,NP_191875
AT3G17410,NP_001326779
AT3G17410,NP_188367
AT1G19930,NP_173422
AT4G23360,NP_194067
AT3G58930,NP_001319795
AT3G58930,NP_191452
AT3G58930,NP_001326204
AT3G58930,NP_001326203
AT3G58930,NP_001326205
AT1G62520,NP_176441
AT2G31470,NP_180705
AT2G31470,NP_001324061
AT4G19040,NP_001319993
AT4G19040,NP_001190769
AT4G19040,NP_193639
AT5G56985,NP_001330463
AT3G21350,NP_188772
AT3G21350,NP_001154633
AT1G23170,NP_001185070
AT1G23170,NP_173730
AT1G71150,NP_177271
AT1G71150,NP_001320746
AT5G56520,NP_568841
AT3G11825,NP_001078137
AT5G35210,NP_198371
AT5G35210,NP_001318674
AT2G31820,NP_180741
AT5G02800,NP_195900
AT3G17690,NP_001325958
AT3G17690,NP_188396
AT3G17690,NP_001325957
AT2G42530,NP_181781
AT5G63940,NP_201199
AT1G11430,NP_172610
AT1G17145,NP_001320543
AT1G17145,NP_564016
AT4G13330,NP_193069
AT4G13330,NP_001319919
AT4G13330,NP_001329794
AT4G13330,NP_001329791
AT4G13330,NP_001329792
AT4G13330,NP_001329793
AT5G05250,NP_568152
AT4G30440,NP_194773
AT1G34815,NP_001077658
AT1G34815,NP_001077654
AT1G34815,NP_001077655
AT1G34815,NP_001077651
AT4G22310,NP_193962
AT4G13760,NP_193112
AT1G73910,NP_001323058
AT1G73910,NP_001323057
AT1G73910,NP_177531
AT4G00889,NP_001328934
