Gene stable ID,TAIR Gene Name ID
AT4G23850,LACS4
AT1G64400,LACS3
AT1G49430,LACS2
AT2G47240,LACS1
AT5G01040,LAC8
AT3G09220,LAC7
AT2G46570,LAC6
AT2G40370,LAC5
AT2G30210,LAC3
AT2G29130,LAC2
AT5G60020,LAC17
AT5G58910,LAC16
AT5G09360,LAC14
AT5G07130,LAC13
AT5G05390,LAC12
AT5G03260,LAC11
AT5G01190,LAC10
AT1G18140,LAC1
AT4G19960,KUP9
AT5G09400,KUP7
AT1G70300,KUP6
AT4G33530,KUP5
AT3G02050,KUP3
AT2G35060,KUP11
AT1G31120,KUP10
AT5G07480,KUOX1
AT1G31350,KUF1
AT1G48050,KU80
AT1G16970,KU70
AT5G04290,KTF1
AT2G40540,KT2
AT1G49620,KRP7
AT3G19150,KRP6
AT2G32710,KRP4
AT5G48820,KRP3
AT3G50630,KRP2
AT5G63720,KPL
AT1G77860,KOM
AT5G14010,KNU
AT1G14760,KNATM
AT1G62990,KNAT7
AT1G23380,KNAT6
AT4G32040,KNAT5
AT5G11060,KNAT4
AT5G25220,KNAT3
AT1G70510,KNAT2
AT4G08150,KNAT1
AT5G09250,KIWI
AT2G30410,KIS
AT3G52890,KIPK
AT3G48530,KING1
AT5G15970,KIN2
AT5G15960,KIN1
AT3G50240,KICP-02
AT1G12360,KEU
AT4G10920,KELP
AT5G13530,KEG
AT5G11800,KEA6
AT5G51710,KEA5
AT4G04850,KEA3
AT4G00630,KEA2
AT1G01790,KEA1
AT5G03770,KDTA
AT1G53000,KDSB
AT1G26945,KDR
AT2G16280,KCS9
AT2G15090,KCS8
AT1G71160,KCS7
AT1G25450,KCS5
AT1G19440,KCS4
AT1G07720,KCS3
AT5G49070,KCS21
AT5G43760,KCS20
AT1G04220,KCS2
AT5G04530,KCS19
AT4G34510,KCS17
AT4G34250,KCS16
AT3G52160,KCS15
AT3G10280,KCS14
AT2G28630,KCS12
AT2G26640,KCS11
AT1G01120,KCS1
AT1G24470,KCR2
AT4G18160,KCO6
AT4G01840,KCO5
AT1G02510,KCO4
AT5G46360,KCO3
AT5G46370,KCO2
AT5G55630,KCO1
AT5G65460,KCA2
AT5G10470,KCA1
AT4G18290,KAT2
AT5G46240,KAT1
AT1G04710,KAT1
AT5G46290,KASI
AT1G62640,KAS III
AT5G19280,KAPP
AT2G32440,KAO2
AT5G42630,KAN4
AT4G17695,KAN3
AT1G32240,KAN2
AT5G16560,KAN
AT2G20370,KAM1
AT4G38600,KAK
AT5G10470,KAC1
AT1G04690,KAB1
AT3G16470,JR1
AT1G23760,JP630
AT2G29640,JOSL
AT1G19640,JMT
AT3G20810,JMJD5
AT4G20400,JMJ14
AT5G03150,JKD
AT1G70700,JAZ9
AT1G30135,JAZ8
AT2G34600,JAZ7
AT1G72450,JAZ6
AT1G17380,JAZ5
AT1G48500,JAZ4
AT3G17860,JAZ3
AT1G74950,JAZ2
AT5G20900,JAZ12
AT3G43440,JAZ11
AT5G13220,JAZ10
AT1G19180,JAZ1
AT4G23713,JAW
AT2G46370,JAR1
AT3G16430,JAL31
AT2G39330,JAL23
AT2G39310,JAL22
AT1G68480,JAG
AT1G75100,JAC1
AT1G80920,J8
AT4G13830,J20
AT4G19000,IWS2
AT1G32130,IWS1
AT3G45300,IVD
AT3G12360,ITN1
AT2G38440,ITB1
AT4G04080,ISU3
AT3G01020,ISU2
AT4G22220,ISU1
AT1G63970,ISPF
AT2G02500,ISPD
AT4G27750,ISI1
AT1G12770,ISE1
AT2G39930,ISA1
AT1G27600,IRX9-L
AT2G37090,IRX9
AT5G17420,IRX3
AT5G67230,IRX14-L
AT4G36890,IRX14
AT2G38080,IRX12
AT1G60960,IRT3
AT4G19680,IRT2
AT4G19690,IRT1
AT5G03570,IREG2
AT2G17520,IRE1A
AT5G24360,IRE1-1
AT5G62310,IRE
AT2G33990,iqd9
AT1G72670,iqd8
AT1G17480,IQD7
AT2G26180,IQD6
AT3G22190,IQD5
AT2G26410,Iqd4
AT5G35670,iqd33
AT1G19870,iqd32
AT1G74690,IQD31
AT1G18840,IQD30
AT3G52290,IQD3
AT2G02790,IQD29
AT1G14380,IQD28
AT1G51960,IQD27
AT3G16490,IQD26
AT4G29150,IQD25
AT5G07240,IQD24
AT5G62070,IQD23
AT4G23060,IQD22
AT3G49260,iqd21
AT3G51380,IQD20
AT5G03040,iqd2
AT4G14750,IQD19
AT1G01110,IQD18
AT4G00820,iqd17
AT4G10640,IQD16
AT3G49380,iqd15
AT2G43680,IQD14
AT3G59690,IQD13
AT5G03960,IQD12
AT5G13460,IQD11
AT3G15050,IQD10
AT3G09710,IQD1
AT5G20040,IPT9
AT3G09922,IPS1
AT3G02780,IPP2
AT5G16440,IPP1
AT2G43100,IPMI2
AT3G58990,IPMI1
AT5G07370,IPK2a
AT4G18010,IP5PII
AT1G34120,IP5PI
AT3G05820,INVH
AT5G22510,INV-E
AT3G57300,INO80
AT1G23420,INO
AT2G31305,INH3
AT1G54390,ING2
AT3G24010,ING1
AT4G19540,INDL
AT4G00120,IND1
AT1G74040,IMS1
AT4G39120,IMPL2
AT1G31190,IMPL1
AT5G03070,IMPA-9
AT5G52000,IMPA-8
AT3G05720,IMPA-7
AT1G02690,IMPA-6
AT5G49310,IMPA-5
AT1G09270,IMPA-4
AT4G16143,IMPA-2
AT1G63780,IMP4
AT3G51740,IMK2
AT2G34900,IMB1
AT4G22260,IM
AT5G54680,ILR3
AT3G18485,ILR2
AT3G02875,ILR1
AT5G08550,ILP1
AT1G44350,ILL6
AT1G51780,ILL5
AT5G54140,ILL3
AT5G56660,ILL2
AT5G56650,ILL1
AT1G64790,ILA
AT3G19700,IKU2
AT2G35230,IKU1
AT4G13430,IIL1
AT3G22425,IGPD
AT1G23540,IGI1
AT3G48670,IDN2
AT1G76952,IDL5
AT3G18715,IDL4
AT5G09805,IDL3
AT5G64667,IDL2
AT3G25655,IDL1
AT2G17130,IDH2
AT4G35260,IDH1
AT3G09810,IDH-VI
AT5G03290,IDH-V
AT1G32480,IDH-IV
AT4G35650,IDH-III
AT3G13810,IDD11
AT1G68765,IDA
AT5G67100,ICU2
AT1G18870,ICS2
AT1G17140,ICR1
AT3G02410,ICME-LIKE2
AT1G26120,ICME-LIKE1
AT3G21720,ICL
AT5G48820,ICK6
AT3G24810,ICK3
AT2G23430,ICK1
AT3G26744,ICE1
AT1G54340,ICDH
AT5G66020,IBS2
AT1G18670,IBS1
AT2G04550,IBR5
AT3G06810,IBR3
AT4G14430,IBR10
AT4G05530,IBR1
AT3G07610,IBM1
AT2G43060,IBH1
AT1G24180,IAR4
AT1G51760,IAR3
AT1G68100,IAR1
AT5G55250,IAMT1
AT4G15550,IAGLU
AT5G65670,IAA9
AT2G22670,IAA8
AT3G23050,IAA7
AT1G52830,IAA6
AT1G15580,IAA5
AT1G15050,IAA34
AT5G57420,IAA33
AT2G01200,IAA32
AT3G17600,IAA31
AT3G62100,IAA30
AT4G32280,IAA29
AT5G25890,IAA28
AT2G46990,IAA20
AT3G23030,IAA2
AT3G15540,IAA19
AT1G51950,IAA18
AT3G04730,IAA16
AT1G80390,IAA15
AT4G14550,IAA14
AT2G33310,IAA13
AT1G04550,IAA12
AT4G28640,IAA11
AT1G04100,IAA10
AT4G14560,IAA1
AT3G21760,HYR1
AT3G01100,HYP1
AT1G09700,HYL1
AT3G17609,HYH
AT1G20050,HYD1
AT5G11260,HY5
AT3G09150,HY2
AT2G26670,HY1
AT1G47840,HXK3
AT3G61590,HWS
AT1G70690,HWI1
AT2G30800,HVT1
AT4G36720,HVA22K
AT2G36020,HVA22J
AT1G19950,HVA22H
AT1G75700,HVA22G
AT2G42820,HVA22F
AT4G24960,HVA22D
AT1G55250,HUB2
AT5G23150,HUA2
AT3G12680,HUA1
AT1G01370,HTR12
AT5G65350,HTR11
AT1G72970,HTH
AT5G59910,HTB4
AT3G46030,HTB11
AT1G07790,HTB1
AT1G52740,HTA9
AT2G38810,HTA8
AT5G27670,HTA7
AT5G59870,HTA6
AT1G08880,HTA5
AT4G13570,HTA4
AT1G54690,HTA3
AT4G27230,HTA2
AT3G20670,HTA13
AT5G02560,HTA12
AT3G54560,HTA11
AT1G51060,HTA10
AT5G54640,HTA1
AT1G62400,HT1
AT3G05040,HST
AT1G30620,HSR8
AT2G40000,HSPRO2
AT2G22640,HSPC300
AT2G25140,HSP98.7
AT3G48870,HSP93-III
AT1G79930,HSP91
AT3G07770,Hsp89.1
AT5G56000,Hsp81.4
AT5G56010,HSP81-3
AT5G56030,HSP81-2
AT5G52640,HSP81-1
AT2G32120,HSP70T-2
AT1G16030,Hsp70b
AT3G12580,HSP70
AT3G13860,HSP60-3A
AT2G33210,HSP60-2
AT3G23990,HSP60
AT4G27670,HSP21
AT5G59720,HSP18.2
AT5G12020,HSP17.6II
AT4G14830,HSP1
AT5G65710,HSL2
AT1G28440,HSL1
AT4G32010,HSL1
AT2G17265,HSK
AT2G30470,HSI2
AT4G36990,HSF4
AT5G16820,HSF3
AT4G17750,HSF1
AT5G50700,HSD1
AT5G02500,HSC70-1
AT4G15802,HSBP
AT4G21320,HSA32
AT1G13300,HRS1
AT2G47520,HRE2
AT1G72360,HRE1
AT2G36450,HRD
AT5G49230,HRB1
AT3G50480,HR4
AT3G50470,HR3
AT3G50460,HR2
AT3G50450,HR1
AT3G15150,HPY2
AT2G18950,HPT1
AT1G68010,HPR
AT4G15440,HPL1
AT5G43940,HOT5
AT4G36830,HOS3-1
AT5G67320,HOS15
AT1G35515,HOS10
AT2G39810,HOS1
AT4G12400,Hop3
AT1G62740,Hop2
AT1G12270,Hop1
AT1G48620,HON5
AT3G18035,HON4
AT2G43920,HOL2
AT4G13940,HOG1
AT1G58300,HO4
AT1G69720,HO3
AT2G26550,HO2
AT3G22740,HMT3
AT3G63250,HMT-2
AT3G25900,HMT-1
AT5G23420,HMGB6
AT4G35570,HMGB5
AT2G17560,HMGB4
AT1G20696,HMGB3
AT1G20693,HMGB2
AT3G51880,HMGB1
AT1G14900,HMGA
AT2G17370,HMG2
AT1G76490,HMG1
AT1G63440,HMA5
AT2G19110,HMA4
AT4G30120,HMA3
AT4G30110,HMA2
AT4G37270,HMA1
AT4G37580,HLS1
AT1G17560,HLL
AT4G10310,HKT1
AT4G37840,HKL3
AT1G50460,HKL1
AT3G56490,HIT3
AT1G50500,HIT1
AT1G71920,HISN6B
AT4G14910,HISN5B
AT2G28740,HIS4
AT2G18050,HIS1-3
AT3G44530,HIRA
AT5G62740,HIR1
AT5G66110,HIPP27
AT4G35060,HIPP25
AT1G22990,HIPP22
AT5G17450,HIPP21
AT1G71050,HIPP20
AT5G62630,HIPL2
AT3G17880,HIP
AT4G16566,HINT4
AT5G48545,HINT3
AT1G31160,HINT 2
AT1G18370,HIK
AT2G46720,HIC
AT4G38320,HHP5
AT4G37680,HHP4
AT2G24150,HHP3
AT4G30850,HHP2
AT5G20270,HHP1
AT1G71750,HGPT
AT5G54080,HGO
AT3G23640,HGL1
AT1G02340,HFR1
AT1G65590,HEXO3
AT1G05590,HEXO2
AT3G55260,HEXO1
AT1G30570,HERK2
AT3G46290,HERK1
AT5G64390,HEN4
AT5G63610,HEN3
AT2G06990,HEN2
AT4G20910,HEN1
AT5G14220,HEMG2
AT4G03205,hemf2
AT2G40490,HEME2
AT3G14930,HEME1
AT2G26540,HEMD
AT5G08280,HEMC
AT1G44318,hemb2
AT1G69740,HEMB1
AT2G31250,HEMA3
AT1G09940,HEMA2
AT1G58290,HEMA1
AT5G09750,HEC3
AT3G50330,HEC2
AT5G67060,HEC1
AT2G27840,HDT4
AT5G17320,HDG9
AT3G03260,HDG8
AT5G52170,HDG7
AT4G17710,HDG4
AT2G32370,HDG3
AT1G05230,HDG2
AT1G17920,HDG12
AT1G73360,HDG11
AT1G34650,HDG10
AT3G61150,HDG1
AT3G44680,HDA9
AT5G35600,HDA7
AT5G63110,HDA6
AT3G44750,HDA3
AT5G26040,HDA2
AT5G61070,HDA18
AT3G44490,hda17
AT3G18520,HDA15
AT4G33470,hda14
AT3G44660,hda10
AT1G08460,HDA08
AT5G61060,HDA05
AT5G03740,HD2C
AT5G22650,HD2B
AT3G44750,HD2A
AT4G38130,HD1
AT5G48930,HCT
AT1G37150,HCS2
AT2G25710,HCS1
AT5G52110,HCF208
AT1G16720,HCF173
AT4G37200,HCF164
AT4G31560,HCF153
AT3G09650,HCF152
AT5G23120,HCF136
AT5G36170,HCF109
AT3G17040,HCF107
AT5G52440,HCF106
AT3G24430,HCF101
AT3G54050,HCEF1
AT3G08950,HCC1
AT5G62940,HCA2
AT2G20000,HBT
AT5G66700,HB53
AT5G46880,HB-7
AT4G36740,HB-5
AT4G35550,HB-4
AT2G18550,HB-2
AT1G28420,HB-1
AT2G22800,HAT9
AT3G19510,HAT3.1
AT3G60390,HAT3
AT4G37790,HAT22
AT5G47370,HAT2
AT5G06710,HAT14
AT3G54610,HAT1
AT4G17460,HAT1
AT5G56250,HAP8
AT4G21150,HAP6
AT1G08970,HAP5C
AT1G56170,HAP5B
AT3G48590,HAP5A
AT1G72830,HAP2C
AT5G12840,HAP2A
AT4G11720,HAP2
AT1G60780,HAP13
AT4G00150,HAM3
AT3G60630,HAM2
AT5G09740,HAM2
AT2G45160,HAM1
AT5G64610,HAM1
AT4G13420,HAK5
AT2G29380,HAI3
AT1G07430,HAI2
AT5G59220,HAI1
AT5G56740,HAG2
AT1G32750,HAF01
AT3G12980,HAC5
AT1G16710,HAC12
AT1G79000,HAC1
AT1G55970,HAC04
AT1G67220,HAC02
AT1G17550,HAB2
AT1G72770,HAB1
AT1G80660,HA9
AT3G60330,HA7
AT5G57350,HA3
AT4G30190,HA2
AT3G45980,H2B
AT5G22880,H2B
AT5G04110,GYRB3
AT5G04130,GYRB2
AT3G10270,GYRB1
AT3G10690,GYRA
AT4G24450,GWD3
AT1G27440,GUT2
AT2G18440,GUT15
AT5G61840,GUT1
AT5G13630,GUN5
AT3G59400,GUN4
AT2G31400,GUN1
AT4G27630,GTG2
AT1G64990,GTG1
AT3G27260,GTE8
AT5G65630,GTE7
AT3G52280,GTE6
AT1G06230,GTE4
AT1G73150,GTE3
AT5G10550,GTE2
AT2G34900,GTE01
AT4G10670,GTC2
AT1G65440,GTB1
AT4G08350,GTA02
AT4G01070,GT72B1
AT1G76890,GT2
AT1G13450,GT-1
AT2G43820,GT
AT5G02790,GSTL3
AT3G55040,GSTL2
AT5G02780,GSTL1
AT1G02930,GSTF6
AT1G10370,GST30
AT1G66200,GSR2
AT4G20140,GSO1
AT4G20410,GSNAP
AT3G14570,GSL04
AT2G31960,GSL03
AT1G06390,GSK1
AT5G27380,GSH2
AT4G23100,GSH1
AT3G48730,GSA2
AT5G63570,GSA1
AT5G35630,GS2
AT5G57440,GS1
AT1G28480,GRX480
AT2G26890,GRV2
AT2G05380,GRP3S
AT1G10270,GRP23
AT5G07560,GRP20
AT4G38680,GRP2
AT5G07550,GRP19
AT5G07520,GRP18
AT5G07530,GRP17
AT5G07540,GRP16
AT5G07510,GRP14
AT3G20470,GRP-5
AT2G05520,GRP-3
AT2G35110,GRL
AT5G60550,GRIK2
AT3G45240,GRIK1
AT1G53130,GRI
AT4G03190,GRH1
AT2G42590,GRF9
AT5G65430,GRF8
AT3G02520,GRF7
AT5G10450,GRF6
AT5G16050,GRF5
AT1G35160,GRF4
AT5G38480,GRF3
AT1G78300,GRF2
AT1G26480,GRF12
AT1G34760,GRF11
AT1G22300,GRF10
AT4G09000,GRF1
AT1G18630,GR-RBP6
AT1G74230,GR-RBP5
AT3G23830,GR-RBP4
AT5G61030,GR-RBP3
AT3G54660,GR
AT1G63460,GPX8
AT2G43350,GPX3
AT1G61800,GPT2
AT5G54800,GPT1
AT2G41490,GPT
AT2G20570,GPRI1
AT2G34630,GPPS
AT4G25840,GPP1
AT3G17420,GPK1
AT2G41540,GPDHC1
AT5G60620,GPAT9
AT4G00400,GPAT8
AT2G26300,GPA1
AT2G45200,GOS12
AT1G15880,GOS11
AT5G37500,GORK
AT1G21870,GONST5
AT5G19980,GONST4
AT1G76340,GONST3
AT1G07290,GONST2
AT2G13650,GONST1
AT1G31140,GOA
AT5G19610,GNL2
AT5G39500,GNL1
AT5G56860,GNC
AT1G13980,GN
AT5G14950,GMII
AT5G24280,GMI1
AT5G28840,GME
AT5G66280,GMD1
AT1G17650,GLYR2
AT2G40690,GLY1
AT2G31350,GLX2-5
AT1G06130,GLX2-4
AT1G53580,GLX2-3
AT3G10850,GLX2-2
AT2G43430,GLX2-1
AT1G11840,GLX1
AT4G35290,GLUR2
AT3G03640,GLUC
AT2G41220,GLU2
AT5G04140,GLU1
AT3G21260,GLTP3
AT1G21360,GLTP2
AT2G33470,GLTP1
AT5G16150,GLT1
AT5G53460,GLT1
AT2G32400,GLR5
AT2G32390,GLR3.5
AT2G17260,GLR2
AT3G04110,GLR1
AT4G14630,GLP9
AT3G05930,GLP8
AT1G10460,GLP7
AT5G39100,GLP6
AT1G09560,GLP5
AT1G18970,GLP4
AT5G20630,GLP3
AT5G39190,GLP2A
AT3G62020,GLP10
AT1G72610,GLP1
AT1G48470,GLN1;5
AT5G16570,GLN1;4
AT5G44190,GLK2
AT5G15720,GLIP7
AT1G71120,GLIP6
AT1G53920,GLIP5
AT3G14225,GLIP4
AT1G53990,GLIP3
AT1G53940,GLIP2
AT5G40990,GLIP1
AT2G35020,GlcNAc1pUT2
AT1G31070,GlcNAc1pUT1
AT4G32690,GLB3
AT2G16060,GLB1
AT5G41315,GL3
AT1G02335,GL22
AT1G79840,GL2
AT3G27920,GL1
AT2G41880,GK-1
AT5G06650,GIS2
AT3G58070,GIS
AT3G13222,GIP1
AT4G12960,GILT
AT5G58960,GIL1
AT2G35270,GIK
AT4G00850,GIF3
AT1G01160,GIF2
AT1G22770,GI
AT3G27160,GHS1
AT3G25530,GHBDH
AT2G47750,GH3.9
AT5G54510,GH3.6
AT4G27260,GH3.5
AT1G59500,GH3.4
AT2G23170,GH3.3
AT1G28130,GH3.17
AT2G14960,GH3.1
AT4G29210,GGT4
AT4G29210,GGT3
AT1G69820,GGT3
AT4G39650,GGT2
AT1G23310,GGT1
AT4G39640,GGT1
AT4G38460,GGR
AT1G49530,GGPS6
AT2G18640,GGPS4
AT3G14550,GGPS3
AT2G23800,GGPS2
AT4G36810,GGPS1
AT1G78680,GGH2
AT5G48030,GFA2
AT1G78220,GF14 PI
AT1G35160,GF14 PHI
AT5G16020,GEX3
AT1G17890,GER2
AT2G22475,GEM
AT2G03800,GEK1
AT4G31730,GDU1
AT3G03910,GDH3
AT5G07440,GDH2
AT5G18170,GDH1
AT2G35370,GDCH
AT1G50900,GDC1
AT1G55325,GCT
AT1G67490,GCS1
AT1G52920,GCR2
AT1G48270,GCR1
AT5G60600,GCPE
AT3G53760,GCP4
AT2G45270,GCP1
AT5G64840,GCN5
AT3G59410,GCN2
AT2G20770,GCL2
AT5G65280,GCL1
AT3G27530,GC6
AT1G79830,GC5
AT2G46180,GC4
AT3G61570,GC3
AT1G18190,GC2
AT2G21280,GC1
AT2G19950,GC1
AT5G05930,GC1
AT1G03970,GBF4
AT2G46270,GBF3
AT4G01120,GBF2
AT4G36730,GBF1
AT3G02350,GAUT9
AT3G25140,GAUT8
AT2G38650,GAUT7
AT1G06780,GAUT6
AT2G30575,GAUT5
AT5G47780,GAUT4
AT4G38270,GAUT3
AT2G46480,GAUT2
AT3G58790,GAUT15
AT5G15470,GAUT14
AT3G01040,GAUT13
AT5G54690,GAUT12
AT1G18580,GAUT11
AT2G20810,GAUT10
AT3G61130,GAUT1
AT1G70090,GATL9
AT1G24170,GATL8
AT3G62660,GATL7
AT4G02130,GATL6
AT1G02720,GATL5
AT3G06260,GATL4
AT1G13250,GATL3
AT3G50760,GATL2
AT3G28340,GATL10
AT1G19300,GATL1
AT1G48520,GATB
AT4G32890,GATA9
AT4G36240,GATA7
AT3G51080,GATA6
AT5G66320,GATA5
AT3G60530,GATA4
AT4G34680,GATA3
AT3G20750,GATA29
AT5G47140,GATA27
AT4G17570,GATA26
AT5G26930,GATA23
AT2G18380,GATA20
AT2G45050,GATA2
AT4G36620,GATA19
AT3G16870,GATA17
AT5G49300,GATA16
AT3G06740,GATA15
AT3G45170,GATA14
AT2G28340,GATA13
AT5G25830,GATA12
AT1G08010,GATA11
AT1G08000,GATA10
AT3G24050,GATA1
AT3G02885,GASA5
AT5G15230,GASA4
AT4G09600,GASA3
AT4G09610,GASA2
AT1G75750,GASA1
AT5G45600,GAS41
AT1G16300,GAPCP-2
AT1G79530,GAPCP-1
AT1G13440,GAPC-2
AT3G04120,GAPC
AT1G42970,GAPB
AT1G12900,GAPA-2
AT3G26650,GAPA
AT5G56300,GAMT2
AT4G26420,GAMT1
AT4G32940,GAMMA-VPE
AT4G01470,GAMMA-TIP3
AT2G36830,GAMMA-TIP
AT1G23900,GAMMA-ADAPTIN 1
AT3G48680,GAMMA CAL2
AT5G63510,GAMMA CAL1
AT5G66510,GAMMA CA3
AT1G19580,GAMMA CA1
AT1G26810,GALT1
AT3G10700,GalAK
AT3G06580,GAL1
AT1G14920,GAI
AT3G23820,GAE6
AT4G12250,GAE5
AT2G45310,GAE4
AT4G00110,GAE3
AT1G02000,GAE2
AT4G30440,GAE1
AT3G17760,GAD5
AT2G02010,GAD4
AT2G02000,GAD3
AT1G65960,GAD2
AT5G17330,GAD
AT4G25420,GA5
AT1G80340,GA4H
AT1G15550,GA4
AT5G25900,GA3
AT5G51810,GA20OX2
AT1G79460,GA2
AT4G02780,GA1
AT5G40760,G6PD6
AT3G27300,G6PD5
AT1G09420,G6PD4
AT1G24280,G6PD3
AT5G13110,G6PD2
AT5G35790,G6PD1
AT1G64970,G-TMT
AT5G13840,FZR3
AT4G22910,FZR2
AT1G03160,FZL
AT2G24500,FZF
AT3G12570,FYD
AT5G13480,FY
AT4G25530,FWA
AT2G19520,FVE
AT1G14110,FUT9
AT1G14100,FUT8
AT1G14080,FUT6
AT2G15370,FUT5
AT2G15390,FUT4
AT1G74420,FUT3
AT2G03210,FUT2
AT1G71990,FUT13
AT1G49710,FUT12
AT3G19280,FUT11
AT2G15350,FUT10
AT3G13550,FUS9
AT3G61140,FUS6
AT1G02090,FUS5
AT3G26790,FUS3
AT2G26990,FUS12
AT5G50950,FUM2
AT2G47510,FUM1
AT1G17220,FUG1
AT4G34260,FUC95A
AT1G50240,FU
AT3G52750,FTSZ2-2
AT2G36250,FTSZ2-1
AT5G55280,FTSZ1-1
AT5G58870,ftsh9
AT1G06430,FTSH8
AT3G47060,ftsh7
AT5G15250,FTSH6
AT2G26140,ftsh4
AT2G29080,ftsh3
AT5G53170,FTSH11
AT1G07510,ftsh10
AT1G50250,FTSH1
AT5G08410,FTRA2
AT5G23440,FTRA1
AT3G59380,FTA
AT2G03220,FT1
AT1G65480,FT
AT5G23310,FSD3
AT5G51100,FSD2
AT4G25100,FSD1
AT1G55120,FRUCT5
AT4G38170,FRS9
AT1G80010,FRS8
AT3G06250,FRS7
AT1G52520,FRS6
AT4G38180,FRS5
AT1G76320,FRS4
AT2G27110,FRS3
AT2G32250,FRS2
AT5G18960,FRS12
AT1G10240,FRS11
AT5G28530,FRS10
AT4G19990,FRS1
AT1G23020,FRO3
AT1G01580,FRO2
AT5G67590,FRO1
AT1G01590,FRO1
AT1G31814,FRL2
AT5G16320,FRL1
AT2G19190,FRK1
AT4G00650,FRI
AT3G08040,FRD3
AT2G28110,FRA8
AT1G65580,FRA3
AT5G47820,FRA1
AT5G54500,FQR1
AT4G17190,FPS2
AT5G47770,FPS1
AT1G52500,FPG-2
AT1G52500,FPG-1
AT5G24860,FPF1
AT2G43410,FPA
AT3G21730,FOLB3
AT5G62980,FOLB2
AT3G11750,FOLB1
AT1G19250,FMO1
AT1G12140,FMO GS-OX5
AT1G62570,FMO GS-OX4
AT1G62560,FMO GS-OX3
AT1G62540,FMO GS-OX2
AT1G65860,FMO GS-OX1
AT3G24140,FMA
AT3G14110,FLU
AT5G43935,FLS6
AT5G63600,FLS5
AT5G63595,FLS4
AT5G63590,FLS3
AT5G63580,FLS2
AT5G46330,FLS2
AT5G08640,FLS1
AT5G08640,FLS
AT3G12145,FLR1
AT5G57800,FLP1
AT4G31380,FLP1
AT1G14350,FLP
AT1G69200,FLN2
AT3G54090,FLN1
AT3G04610,FLK
AT4G33360,FLDH
AT3G10390,FLD
AT5G10140,FLC
AT1G03870,FLA9
AT2G45470,FLA8
AT2G04780,FLA7
AT2G20520,FLA6
AT4G31370,FLA5
AT2G24450,FLA3
AT5G06920,FLA21
AT5G40940,FLA20
AT4G12730,FLA2
AT3G11700,FLA18
AT5G06390,FLA17
AT2G35860,FLA16
AT3G52370,FLA15
AT3G12660,FLA14
AT5G44130,FLA13
AT5G60490,FLA12
AT5G03170,FLA11
AT3G60900,FLA10
AT5G55730,FLA1
AT2G40880,FL3-27
AT1G01220,FKGP
AT3G63300,FKD1
AT4G25340,FKBP53
AT4G39710,FKBP16-2
AT5G48580,FKBP15-2
AT3G25220,FKBP15-1
AT5G64350,FKBP12
AT3G52940,FK
AT2G28160,FIT1
AT2G35670,FIS2
AT5G12390,FIS1B
AT5G55000,FIP2
AT4G17060,FIP2
AT1G28200,FIP1
AT2G06005,FIP1
AT2G21070,FIO1
AT5G35700,FIM2
AT3G20740,FIE
AT3G23400,FIB4
AT4G25630,FIB2
AT5G52470,FIB1
AT4G04020,FIB
AT3G22170,FHY3
AT2G37678,FHY1
AT5G02200,FHL
AT5G58240,FHIT
AT5G54650,Fh5
AT4G15200,FH3
AT5G03940,FFC
AT1G26870,FEZ
AT4G27760,FEY
AT5G02150,Fes1C
AT3G53800,Fes1B
AT3G09350,Fes1A
AT2G33835,FES1
AT3G51550,FER
AT5G48670,FEM111
AT2G35620,FEI2
AT1G31420,FEI1
AT1G60950,FED A
AT2G26250,FDH
AT5G14780,FDH
AT4G14890,FdC2
AT1G32550,FdC1
AT4G35900,FD
AT5G63910,FCLY
AT4G16280,FCA
AT2G30390,FC2
AT5G26030,FC1
AT5G21040,FBX2
AT4G08980,FBW2
AT1G26630,FBR12
AT3G54650,FBL17
AT4G13985,FBD1
AT4G38970,FBA2
AT2G21330,FBA1
AT1G08510,FATB
AT5G18580,FASS
AT5G64630,FAS2
AT1G65470,FAS1
AT3G44560,FAR8
AT5G22420,FAR7
AT3G56700,FAR6
AT3G44550,FAR5
AT3G44540,FAR4
AT5G22500,FAR1
AT4G15090,FAR1
AT3G44860,FAMT
AT4G20870,FAH2
AT2G34770,FAH1
AT4G36220,FAH1
AT4G34520,FAE1
AT5G05580,FAD8
AT3G11170,FAD7
AT4G30950,FAD6
AT3G15850,FAD5
AT4G27030,FAD4
AT2G29980,FAD3
AT3G12120,FAD2
AT2G38280,FAC1
AT1G34260,FAB1D
AT1G71010,FAB1C
AT3G14270,FAB1B
AT4G33240,FAB1A
AT1G74960,FAB1
AT5G22940,F8H
AT3G51240,F3H
AT1G07110,F2KP
AT4G02020,EZA1
AT5G51430,EYE
AT1G65681,EXPB6
AT1G69530,EXPA1
AT5G49830,EXO84B
AT5G03540,EXO70A1
AT4G08950,EXO
AT1G75930,EXL6
AT3G02970,EXL6
AT2G17230,EXL5
AT5G09440,EXL4
AT1G75910,EXL4
AT5G51550,EXL3
AT5G64260,EXL2
AT2G35150,EXL1
AT5G13870,EXGT-A4
AT2G01850,EXGT-A3
AT2G06850,EXGT-A1
AT4G33630,EX1
AT2G33860,ETT
AT3G23150,ETR2
AT1G66340,ETR1
AT3G18910,ETP2
AT3G18980,ETP1
AT3G49700,ETO3
AT3G51770,ETO1
AT2G40550,ETG1
AT2G43400,ETFQO
AT5G43430,ETFBETA
AT1G50940,ETFALPHA
